questionId,language,filename,data
293,C++,cc.cc,cc.cc,"class Solution {
public:
  vector<string> generatePossibleNextMoves(string s) {
    int n = s.size();
    vector<string> res;
    for (int i = 0; i < n - 1; i++) {
      if (s[i] == '+' && s[i + 1] == '+') {
        string tmp = s;
        tmp[i] = '-';
        tmp[i + 1] = '-';
        res.push_back(tmp);
      }
    }
    return res;
  }
};"
18,C,c.c,c.c,"int compare(const void *a, const void *b) {
  return *(int *)a - *(int *)b;
}

void k_sum(int *nums, int low, int high, int target, int total, int k,
           int *stack, int len, int **results, int *count, int *col_sizes) {
  int i;
  if (k == 2) {
    while (low < high) {
      int sum = nums[low] + nums[high];
      if (sum < target) {
        low++;
      } else if (sum > target) {
        high--;
      } else {
        stack[len++] = nums[low];
        stack[len++] = nums[high];
        results[*count] = malloc(total * sizeof(int));
        memcpy(results[*count], stack, total * sizeof(int));
        col_sizes[*count] = total;
        (*count)++;
        len -= 2;
        while (++low < high && nums[low] == nums[low - 1]) {}
        while (--high > low && nums[high] == nums[high + 1]) {}
      }
    }
  } else {
    for (i = low; i <= high - k + 1; i++) {
      if (i > low && nums[i] == nums[i - 1]) continue;
      stack[len] = nums[i];
      k_sum(nums, i + 1, high, target - nums[i], 4, k - 1, stack, len + 1, results, count, col_sizes);
    }
  }
}

int **fourSum(int *nums, int numsSize, int target, int *returnSize, int **returnColumnSizes) {
  *returnSize = 0;
  int capacity = 3;
  int **results = malloc(capacity * sizeof(int *));
  *returnColumnSizes = malloc(capacity * sizeof(int));

  if (numsSize >= 4) {
    qsort(nums, numsSize, sizeof(*nums), compare);
    int *stack = malloc(4 * sizeof(int));
    k_sum(nums, 0, numsSize - 1, target, 4, 4, stack, 0, results, returnSize, *returnColumnSizes);
    free(stack);
  }
  return results;
}"
48,C,c.c,c.c,"void rotate(int **matrix, int matrixSize, int *matrixColSize) {
  for (int i = 0; i < matrixSize; i++) {
    if (i < matrixSize / 2) {
      int *temp = matrix[i];
      matrix[i] = matrix[matrixSize - 1 - i];
      matrix[matrixSize - 1 - i] = temp;
    }
  }
  for (int i = 0; i < matrixSize; ++i) {
    for (int j = i + 1; j < matrixColSize[i]; ++j) {
      int temp = matrix[i][j];
      matrix[i][j] = matrix[j][i];
      matrix[j][i] = temp;
    }
  }
}"
48,C++,cc.cc,cc.cc,"class Solution {
public:
  void rotate(vector<vector<int>> &matrix) {
    reverse(matrix.begin(), matrix.end());
    for (int i = 0; i < matrix.size(); ++i) {
      for (int j = i + 1; j < matrix[i].size(); ++j)
        swap(matrix[i][j], matrix[j][i]);
    }
  }
};"
13,C,c.c,c.c,"int roman_to_integer(char c) {
  switch (c) {
  case 'I':
    return 1;
  case 'V':
    return 5;
  case 'X':
    return 10;
  case 'L':
    return 50;
  case 'C':
    return 100;
  case 'D':
    return 500;
  case 'M':
    return 1000;
  default:
    return 0;
  }
}

int romanToInt(char *s) {
  int i, result = roman_to_integer(s[0]);

  for (i = 1; s[i] != '\0'; i++) {
    int prev = roman_to_integer(s[i - 1]);
    int curr = roman_to_integer(s[i]);
    // if left < right such as : IV(4), XL(40), IX(9) ...
    if (prev < curr) {
      result = result - prev + (curr - prev);
    } else {
      result += curr;
    }
  }

  return result;
}"
121,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  int maxProfit(vector<int> &prices) {
    if (prices.size() == 0) {
      return 0;
    }
    int max_profit = 0;
    int min_price = prices[0];
    for (auto p = prices.begin(); p != prices.end(); p++) {
      if (p == prices.begin()) {
        continue;
      }
      if (*p <= min_price) {
        min_price = *p;
      } else {
        max_profit = max_profit > *p - min_price ? max_profit : *p - min_price;
      }
    }
    return max_profit;
  }
};"
121,Python,python1.py,python1.py,"

class Solution:
    def maxProfit(self, prices: List[int]) -> int:
        if not prices:
            return 0
        max_profit = 0
        min_price = prices[0]
        for p in prices[1:]:
            if p <= min_price:
                min_price = p
            else:
                max_profit = max(max_profit, p - min_price)
        return max_profit
"
21,C,c.c,c.c,"struct ListNode *mergeTwoLists(struct ListNode *l1, struct ListNode *l2) {
  if (l1 == NULL) {
    return l2;
  } else if (l2 == NULL) {
    return l1;
  } else if (l1->val < l2->val) {
    l1->next = mergeTwoLists(l1->next, l2);
    return l1;
  } else {
    l2->next = mergeTwoLists(l1, l2->next);
    return l2;
  }
}
"
21,C++,cc.cc,cc.cc,"class Solution {
public:
  ListNode *mergeTwoLists(ListNode *l1, ListNode *l2) {
    if (l1 == nullptr) {
      return l2;
    } else if (l2 == nullptr) {
      return l1;
    } else if (l1->val < l2->val) {
      l1->next = mergeTwoLists(l1->next, l2);
      return l1;
    } else {
      l2->next = mergeTwoLists(l1, l2->next);
      return l2;
    }
  }
};
"
54,C++,cc.cc,cc.cc,"class Solution {
public:
  vector<int> spiralOrder(vector<vector<int>> &matrix) {
    if (matrix.size() == 0 || matrix[0].size() == 0) {
      return {};
    }

    int rows = matrix.size(), columns = matrix[0].size();
    vector<int> order;
    int left = 0, right = columns - 1, top = 0, bottom = rows - 1;
    while (left <= right && top <= bottom) {
      for (int column = left; column <= right; column++) {
        order.push_back(matrix[top][column]);
      }
      for (int row = top + 1; row <= bottom; row++) {
        order.push_back(matrix[row][right]);
      }
      if (left < right && top < bottom) {
        for (int column = right - 1; column > left; column--) {
          order.push_back(matrix[bottom][column]);
        }
        for (int row = bottom; row > top; row--) {
          order.push_back(matrix[row][left]);
        }
      }
      left++;
      right--;
      top++;
      bottom--;
    }
    return order;
  }
};"
25,C++,cc.cc,cc.cc,"class Solution {
public:
  ListNode *reverseKGroup(ListNode *head, int k) {
    if (head == NULL) return head;
    ListNode *tail = head;
    while (k--) {
      if (tail == NULL) return head;
      tail = tail->next;
    }
    ListNode *cur = head, *pre = NULL, *next = NULL;
    while (cur != tail) //注意： reverse[head, tail)
    {
      next = cur->next;
      cur->next = pre;
      pre = cur;
      cur = next;
    }
    head->next = reverseKGroup(tail, k);
    return pre;
  }
};"
11,C,c.c,c.c,"int maxArea(int *height, int heightSize) {
  int min = 0, max = heightSize - 1;
  int area_max = 0;
  while (min < max) {
    int area = (max - min) * (height[min] < height[max] ? height[min] : height[max]);
    area_max = area > area_max ? area : area_max;
    if (height[min] < height[max]) {
      min++;
    } else {
      max--;
    }
  }
  return area_max;
}"
118,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  vector<vector<int>> generate(int numRows) {
    vector<vector<int>> ans(numRows);
    if (numRows == 0)
      return ans;
    for (int i = 0; i < numRows; ++i) {
      ans[i].resize(i + 1);
      ans[i][0] = 1;
      ans[i][i] = 1;
      if (i > 1) {
        for (int j = 1; j <= i >> 1; ++j) {
          ans[i][j] = ans[i - 1][j - 1] + ans[i - 1][j];
          ans[i][i - j] = ans[i][j];
        }
      }
    }
    return ans;
  }
};"
9,C,c.c,c.c,"bool isPalindrome(int x) {
  int n, d, k = 0;

  if (x < 0) return false;

  n = x;
  while (n) {
    d = n % 10;
    if (k > (0x7fffffff - d) / 10) return false; // overflow
    k = k * 10 + d;
    n = n / 10;
  }

  return (k == x);
}"
292,C,c1.c,c1.c,"bool canWinNim(int n) {
  return n % 4 != 0;
}"
292,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  bool canWinNim(int n) {
    return n % 4 != 0;
  }
};"
292,Golang,go1.go,go1.go,"func canWinNim(n int) bool {
	return n%4 == 0
}
"
292,Java,java1.java,java1.java,"class Solution {
  public boolean canWinNim(int n) {
    return n % 4 == 0;
  }
}"
292,JavaScript,js1.js,js1.js,"/**
 * @param {number} n
 * @return {boolean}
 */
var canWinNim = function(n) {
    return n % 4 ==0;
};"
292,Python,python1.py,python1.py,"

class Solution:
  def canWinNim(self, n: int) -> bool:
    return n % 4 == 0
"
292,Rust,rust1.rs,rust1.rs,"impl Solution {
    pub fn can_win_nim(n: i32) -> bool {
        n % 4 == 0
    }
}"
58,C++,cc.cc,cc.cc,"class Solution {
public:
  int lengthOfLastWord(string s) {
    size_t foundNot = s.find_last_not_of("" "");
    if (foundNot == string::npos) {
      return 0;
    } else {
      if (foundNot != (s.size() - 1)) {
        s.erase(s.begin() + foundNot + 1, s.end());
      }
      return s.size() - s.find_last_of("" "") - 1;
    }
  }
};"
10,C,c.c,c.c,"bool isMatch(char *s, char *p) {
  if (*p == '\0') {
    return *s == '\0';
  }

  bool first_match = (*s != '\0') && (*s == *p || *p == '.');

  if (p[1] == '*') {
    return isMatch(s, p + 2) || (first_match && isMatch(s + 1, p));
  } else {
    return first_match && isMatch(s + 1, p + 1);
  }
}"
1014,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  vector<vector<int>> kClosest(vector<vector<int>> &points, int K) {
    nth_element(points.begin(), points.begin() + K, points.end(),
                [](vector<int> &p, vector<int> &q) {
                  return p[0] * p[0] + p[1] * p[1] < q[0] * q[0] + q[1] * q[1];
                });
    return vector<vector<int>>(points.begin(), points.begin() + K);
  }

  static bool f(vector<int> p1, vector<int> p2) {
    return p1[0] * p1[0] + p1[1] * p1[1] < p2[0] * p2[0] + p2[1] * p2[1];
  }
};"
47,C++,cc.cc,cc.cc,"class Solution {
  vector<int> vis;

public:
  void backtrack(vector<int> &nums, vector<vector<int>> &ans, int idx, vector<int> &perm) {
    if (idx == nums.size()) {
      ans.emplace_back(perm);
      return;
    }
    for (int i = 0; i < (int)nums.size(); ++i) {
      if (vis[i] || (i > 0 && nums[i] == nums[i - 1] && !vis[i - 1])) {
        continue;
      }
      perm.emplace_back(nums[i]);
      vis[i] = 1;
      backtrack(nums, ans, idx + 1, perm);
      vis[i] = 0;
      perm.pop_back();
    }
  }

  vector<vector<int>> permuteUnique(vector<int> &nums) {
    vector<vector<int>> ans;
    vector<int> perm;
    vis.resize(nums.size());
    sort(nums.begin(), nums.end());
    backtrack(nums, ans, 0, perm);
    return ans;
  }
};"
136,C,c.c,c.c,"int singleNumber(int *nums, int numsSize) {
  int result = 0;
  for (int i = 1; i < numsSize; i++) {
    if (i != 0) {
      result ^= *(nums + i);
    } else {
      result = *nums;
    }
  }
  return result;
}"
26,C++,cc.cc,cc.cc,"class Solution {
public:
  int removeDuplicates(vector<int> &nums) {
    if (nums.size() == 0) return 0;
    int i = 0;
    for (int j = 1; j < nums.size(); j++) {
      if (nums[j] != nums[i]) {
        i++;
        nums[i] = nums[j];
      }
    }
    return i + 1;
  }
};"
50,C,c.c,c.c,"static double fast_pow(double x, int32_t n) {
  if (n == 0) { return 1.0; }
  if (n == 1) { return x; }
  double t = fast_pow(x, n / 2);
  return n & 1 ? t * t * x : t * t;
}

static double myPow(double x, int n) {
  return n < 0 ? 1 / fast_pow(x, -(int32_t)(n)) : fast_pow(x, (int32_t)n);
}"
50,C++,cc.cc,cc.cc,"class Solution {
public:
  static double fast_pow(double x, int32_t n) {
    if (n == 0) { return 1.0; }
    if (n == 1) { return x; }
    double t = fast_pow(x, n / 2);
    return n & 1 ? t * t * x : t * t;
  }
  double myPow(double x, int n) {
    return n < 0 ? 1 / fast_pow(x, -(int32_t)(n)) : fast_pow(x, (int32_t)n);
  }
};"
50,Java,java.java,java.java,"class Solution {
  private double fastPow(double x, long n) {
    if (n == 0) {
      return 1.0;
    }
    double half = fastPow(x, n / 2);
    if (n % 2 == 0) {
      return half * half;
    } else {
      return half * half * x;
    }
  }

  public double myPow(double x, int n) {
    long N = n;
    if (N < 0) {
      x = 1 / x;
      N = -N;
    }

    return fastPow(x, N);
  }
}"
137,C,c.c,c.c,"int singleNumber(int *nums, int numsSize) {
  int ones = 0, twos = 0;
  for (int i = 0; i < numsSize; i++) {
    ones = ones ^ nums[i] & ~twos;
    twos = twos ^ nums[i] & ~ones;
  }
  return ones;
}"
137,C++,cpp.cc,cpp.cc,"class Solution {
public:
  int singleNumber(vector<int> &nums) {
    int ones = 0, twos = 0;
    for (int num : nums) {
      ones = ones ^ num & ~twos;
      twos = twos ^ num & ~ones;
    }
    return ones;
  }
};"
